step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,23.1337890625,0,145.14134216308594,,,
24,22.417003631591797,0,144.2697296142578,,,
24,,0,,140.3872833251953,,
49,21.266542434692383,1,143.4170379638672,,,
49,,1,,139.5691375732422,,
74,21.092876434326172,2,142.58837890625,,,
74,,2,,138.76673889160156,,
99,20.752119064331055,3,141.7565155029297,,,
99,,3,,137.9799346923828,,
124,20.310117721557617,4,140.93992614746094,,,
124,,4,,137.189208984375,,
149,19.923511505126953,5,140.1114044189453,,,
149,,5,,136.40908813476562,,
174,19.944093704223633,6,139.30152893066406,,,
174,,6,,135.63258361816406,,
199,19.50571060180664,7,138.5053253173828,,,
199,,7,,134.8570556640625,,
224,18.871479034423828,8,137.7213592529297,,,
224,,8,,134.10044860839844,,
249,18.767404556274414,9,136.8990478515625,,,
249,,9,,133.34400939941406,,
274,18.431438446044922,10,136.1164093017578,,,
274,,10,,132.57550048828125,,
299,17.796777725219727,11,135.32766723632812,,,
299,,11,,131.83494567871094,,
324,17.84456443786621,12,134.55198669433594,,,
324,,12,,131.08616638183594,,
349,16.996315002441406,13,133.7836151123047,,,
349,,13,,130.34829711914062,,
374,16.78972625732422,14,133.01889038085938,,,
374,,14,,129.6119384765625,,
399,15.930334091186523,15,132.2471466064453,,,
399,,15,,128.8861846923828,,
424,14.712488174438477,16,131.48399353027344,,,
424,,16,,128.15626525878906,,
449,14.521773338317871,17,130.73675537109375,,,
449,,17,,127.43293762207031,,
474,14.004120826721191,18,129.98953247070312,,,
474,,18,,126.71823120117188,,
499,12.997902870178223,19,129.2593536376953,,,
499,,19,,126.0042953491211,,
524,12.852331161499023,20,128.5006103515625,,,
524,,20,,125.30404663085938,,
549,11.97839069366455,21,127.76107788085938,,,
549,,21,,124.60127258300781,,
574,11.751445770263672,22,127.02947998046875,,,
574,,22,,123.90210723876953,,
599,11.678793907165527,23,126.31982421875,,,
599,,23,,123.20037078857422,,
624,11.405316352844238,24,125.59954071044922,,,
624,,24,,122.51428985595703,,
649,11.0731201171875,25,124.89273071289062,,,
649,,25,,121.83011627197266,,
674,11.086788177490234,26,124.1710433959961,,,
674,,26,,121.15022277832031,,
699,10.907171249389648,27,123.4622573852539,,,
699,,27,,120.47003936767578,,
724,10.551180839538574,28,122.75244140625,,,
724,,28,,119.79882049560547,,
749,10.506874084472656,29,122.04100799560547,,,
749,,29,,119.13755798339844,,
774,9.602276802062988,30,121.36109161376953,,,
774,,30,,118.4665298461914,,
799,8.789233207702637,31,120.67249298095703,,,
799,,31,,117.80380249023438,,
824,8.635607719421387,32,119.98224639892578,,,
824,,32,,117.15423583984375,,
849,8.45054817199707,33,119.29772186279297,,,
849,,33,,116.49532318115234,,
874,8.318493843078613,34,118.61946105957031,,,
874,,34,,115.84786987304688,,
899,8.087158203125,35,117.943115234375,,,
899,,35,,115.20599365234375,,
924,8.144880294799805,36,117.283447265625,,,
924,,36,,114.5641098022461,,
949,8.210582733154297,37,116.60923767089844,,,
949,,37,,113.92892456054688,,
974,8.120723724365234,38,115.9411849975586,,,
974,,38,,113.29541015625,,
999,7.942154407501221,39,115.28895568847656,,,
999,,39,,112.66532897949219,,
1024,7.838950157165527,40,114.64940643310547,,,
1024,,40,,112.0419921875,,
1049,7.925249099731445,41,113.98109436035156,,,
1049,,41,,111.42216491699219,,
1074,7.71380615234375,42,113.35092163085938,,,
1074,,42,,110.79823303222656,,
1099,7.640367031097412,43,112.69696044921875,,,
1099,,43,,110.18714141845703,,
1124,7.628093242645264,44,112.06832122802734,,,
1124,,44,,109.57809448242188,,
1149,7.568202018737793,45,111.4279556274414,,,
1149,,45,,108.97112274169922,,
1174,7.574141025543213,46,110.79903411865234,,,
1174,,46,,108.3673324584961,,
1199,7.406928539276123,47,110.17532348632812,,,
1199,,47,,107.76773071289062,,
1224,7.435537338256836,48,109.54794311523438,,,
1224,,48,,107.17314147949219,,
1249,7.356058120727539,49,108.9268569946289,,,
1249,,49,,106.583984375,,
1274,7.333751201629639,50,108.3076400756836,,,
1274,,50,,105.99382019042969,,
1299,7.30583381652832,51,107.69331359863281,,,
1299,,51,,105.40765380859375,,
1324,7.233982563018799,52,107.0898666381836,,,
1324,,52,,104.83045959472656,,
1349,6.9840240478515625,53,106.48857116699219,,,
1349,,53,,104.24736022949219,,
1374,6.806859970092773,54,105.88451385498047,,,
1374,,54,,103.67986297607422,,
1399,7.016749382019043,55,105.29764556884766,,,
1399,,55,,103.0990219116211,,
1424,7.016749382019043,56,104.70337677001953,,,
1424,,56,,102.53605651855469,,
1449,7.016749382019043,57,104.10050964355469,,,
1449,,57,,101.9754409790039,,
1474,7.014415740966797,58,103.52106475830078,,,
1474,,58,,101.41197204589844,,
1499,7.014415740966797,59,103.23157501220703,,,
1499,,59,,100.98443603515625,,
1524,7.014415740966797,60,102.94253540039062,,,
1524,,60,,100.70417022705078,,
1549,7.119560718536377,61,102.64948272705078,,,
1549,,61,,100.4295425415039,,
1574,7.119560718536377,62,102.35724639892578,,,
1574,,62,,100.15210723876953,,
1599,7.119560718536377,63,102.21261596679688,,,
1599,,63,,99.93860626220703,,
1624,7.119560718536377,64,102.06810760498047,,,
1624,,64,,99.80165100097656,,
1625,,65,,,7.279224872589111,112.48455047607422
